통,법정동,지번
25,정왕동,876-614
25,정왕동,876-606
25,정왕동,876-605
25,정왕동,876-604
25,정왕동,876-603
25,정왕동,876-602
25,정왕동,876-601
25,정왕동,876-600
25,정왕동,876-599
25,정왕동,876-598
25,정왕동,876-573
25,정왕동,876-564
25,정왕동,876-563
25,정왕동,876-561
25,정왕동,876-560
25,정왕동,876-548
25,정왕동,876-547
25,정왕동,876-546
25,정왕동,876-545
25,정왕동,876-544
25,정왕동,876-543
25,정왕동,876-542
25,정왕동,876-541
25,정왕동,876-540
25,정왕동,876-539
25,정왕동,876-538
25,정왕동,876-537
25,정왕동,876-536
25,정왕동,876-535
25,정왕동,876-534
25,정왕동,876-533
25,정왕동,876-532
25,정왕동,876-531
25,정왕동,876-530
25,정왕동,876-529
25,정왕동,876-528
25,정왕동,876-527
25,정왕동,876-526
25,정왕동,876-520
25,정왕동,876-518
25,정왕동,876-504
25,정왕동,876-501
25,정왕동,876-498
25,정왕동,876-489
25,정왕동,876-487
25,정왕동,876-485
25,정왕동,876-483
25,정왕동,876-479
25,정왕동,876-472
25,정왕동,876-470
25,정왕동,876-469
25,정왕동,876-468
25,정왕동,876-467
25,정왕동,876-466
25,정왕동,876-465
25,정왕동,876-464
25,정왕동,876-463
25,정왕동,876-462
25,정왕동,876-461
25,정왕동,876-459
25,정왕동,876-458
25,정왕동,876-457
25,정왕동,876-456
25,정왕동,876-455
25,정왕동,876-454
25,정왕동,876-453
25,정왕동,876-450
25,정왕동,876-446
25,정왕동,876-445
25,정왕동,876-442
25,정왕동,876-441
25,정왕동,876-438
25,정왕동,876-429
25,정왕동,876-428
25,정왕동,876-426
25,정왕동,876-425
25,정왕동,876-424
25,정왕동,876-420
25,정왕동,876-419
25,정왕동,876-418
25,정왕동,876-416
25,정왕동,876-413
25,정왕동,876-412
25,정왕동,876-411
25,정왕동,876-410
25,정왕동,876-409
25,정왕동,876-405
25,정왕동,876-404
25,정왕동,876-403
25,정왕동,876-402
25,정왕동,876-400
25,정왕동,876-399
25,정왕동,876-393
25,정왕동,876-378
25,정왕동,876-375
25,정왕동,876-374
25,정왕동,876-373
25,정왕동,876-369
25,정왕동,876-366
25,정왕동,876-365
25,정왕동,876-362
25,정왕동,876-361
25,정왕동,876-360
25,정왕동,876-359
25,정왕동,876-358
25,정왕동,876-357
25,정왕동,876-356
25,정왕동,876-355
25,정왕동,876-353
25,정왕동,876-351
25,정왕동,876-350
25,정왕동,876-349
25,정왕동,876-348
25,정왕동,876-346
25,정왕동,876-345
25,정왕동,876-343
25,정왕동,876-341
25,정왕동,876-340
25,정왕동,876-338
25,정왕동,876-337
25,정왕동,876-336
25,정왕동,876-335
25,정왕동,876-334
25,정왕동,876-332
25,정왕동,876-331
25,정왕동,876-330
25,정왕동,876-329
25,정왕동,876-327
25,정왕동,876-324
25,정왕동,876-323
25,정왕동,876-322
25,정왕동,876-321
25,정왕동,876-320
25,정왕동,876-319
25,정왕동,876-318
25,정왕동,876-317
25,정왕동,876-316
25,정왕동,876-315
25,정왕동,876-314
25,정왕동,876-313
25,정왕동,876-312
25,정왕동,876-311
25,정왕동,876-310
25,정왕동,876-295
25,정왕동,876-285
25,정왕동,876-283
25,정왕동,876-282
25,정왕동,876-281
25,정왕동,876-280
25,정왕동,876-279
25,정왕동,876-278
25,정왕동,876-271
25,정왕동,876-258
25,정왕동,876-257
25,정왕동,876-253
25,정왕동,876-252
25,정왕동,876-251
25,정왕동,876-248
25,정왕동,876-244
25,정왕동,876-240
25,정왕동,876-238
25,정왕동,876-230
25,정왕동,876-219
25,정왕동,876-206
25,정왕동,876-205
25,정왕동,876-204
25,정왕동,876-203
25,정왕동,876-202
25,정왕동,876-200
25,정왕동,876-198
25,정왕동,876-186
25,정왕동,876-185
25,정왕동,876-184
25,정왕동,876-181
25,정왕동,876-179
25,정왕동,876-177
25,정왕동,876-176
25,정왕동,876-175
25,정왕동,876-174
25,정왕동,876-173
25,정왕동,876-135
25,정왕동,876-131
25,정왕동,876-129
25,정왕동,876-121
25,정왕동,876-120
25,정왕동,876-119
25,정왕동,876-118
25,정왕동,876-110
25,정왕동,876-106
25,정왕동,876-96
25,정왕동,876-94
25,정왕동,876-93
25,정왕동,876-92
25,정왕동,876-91
25,정왕동,876-86
25,정왕동,876-85
25,정왕동,876-83
25,정왕동,876-80
25,정왕동,876-79
25,정왕동,876-78
25,정왕동,876-77
25,정왕동,876-66
25,정왕동,876-64
25,정왕동,876-61
25,정왕동,876-59
25,정왕동,876-29
25,정왕동,876-13
25,정왕동,876-6
25,정왕동,876-5
25,정왕동,876-4
25,정왕동,876-2
25,정왕동,876-1
25,정왕동,876
25,정왕동,876-3
25,정왕동,876-308
25,정왕동,876-84
25,정왕동,876-725
25,정왕동,876-433
25,정왕동,876-443
25,정왕동,876-722
25,정왕동,876-434
25,정왕동,876-435
25,정왕동,876-437
25,정왕동,876-572
25,정왕동,876-444
25,정왕동,876-436
25,정왕동,876-87
25,정왕동,876-562
25,정왕동,876-246
25,정왕동,876-724
25,정왕동,876-723
25,정왕동,879-11
25,정왕동,879
25,정왕동,876-739
25,정왕동,876-7
25,정왕동,876-325
25,정왕동,876-760
25,정왕동,876-717
25,정왕동,876-719
25,정왕동,876-714
25,정왕동,876-745
25,정왕동,876-8
25,정왕동,879-10
25,정왕동,876-755
25,정왕동,879-9
25,정왕동,876-218
25,정왕동,876-696
25,정왕동,876-756
25,정왕동,876-716
25,정왕동,876-713
25,정왕동,876-758
25,정왕동,876-741
25,정왕동,876-215
25,정왕동,876-740
25,정왕동,876-90
25,정왕동,879-7
25,정왕동,879-8
25,정왕동,879-1
25,정왕동,879-2
25,정왕동,879-12
25,정왕동,879-3
25,정왕동,876-89
25,정왕동,876-744
25,정왕동,876-326
25,정왕동,876-216
25,정왕동,876-712
25,정왕동,876-122
25,정왕동,876-759
25,정왕동,876-715
25,정왕동,876-757
25,정왕동,876-88
25,정왕동,876-738
25,정왕동,876-718
25,정왕동,876-742
25,정왕동,876-660
25,정왕동,876-743
25,정왕동,876-666
25,정왕동,876-235
25,정왕동,887
25,정왕동,1910
25,정왕동,1911
25,정왕동,1912
25,정왕동,1913
25,정왕동,1914
25,정왕동,1915
25,정왕동,1916
25,정왕동,1917
25,정왕동,1918
25,정왕동,1919
25,정왕동,1920
25,정왕동,1921
25,정왕동,1922
25,정왕동,1923
25,정왕동,1924
25,정왕동,1925
25,정왕동,1926
25,정왕동,1927
25,정왕동,1928
25,정왕동,1929
25,정왕동,1930
25,정왕동,1931
25,정왕동,1932
25,정왕동,1933
25,정왕동,1934
25,정왕동,1935
25,정왕동,1936
25,정왕동,1937
25,정왕동,1938
25,정왕동,1939
25,정왕동,1951
25,정왕동,1952
25,정왕동,1953
25,정왕동,1954
25,정왕동,1955
25,정왕동,1956
25,정왕동,1957
25,정왕동,1958
25,정왕동,1959
25,정왕동,1960
25,정왕동,1961
25,정왕동,1962
25,정왕동,1963
25,정왕동,1964
25,정왕동,1965
25,정왕동,1966
25,정왕동,1967
25,정왕동,1968
25,정왕동,1969
25,정왕동,1970
25,정왕동,2124
25,정왕동,2126
25,정왕동,2127
25,정왕동,2128
25,정왕동,2130
25,정왕동,2131
25,정왕동,2144
25,정왕동,2144-1
25,정왕동,2144-2
25,정왕동,2147
25,정왕동,2152
25,정왕동,2153-1
25,정왕동,2167-10
25,정왕동,2168-4
25,정왕동,2168-5
32,정왕동,2202-7
32,정왕동,2202-11
25,정왕동,2202-12
32,정왕동,2202-13
32,정왕동,2202-14
32,정왕동,2202-15
32,정왕동,2202-18
25,정왕동,1806-6
25,정왕동,1799-6
25,정왕동,1799-3
25,정왕동,1795
25,정왕동,1777-2
25,정왕동,1759
25,정왕동,1758
25,정왕동,1755
25,정왕동,1747
25,정왕동,1746
25,정왕동,2262-22
25,정왕동,2263
25,정왕동,2264
25,정왕동,2272
25,정왕동,2283
25,정왕동,2326-6
25,정왕동,2326-7
25,정왕동,2326-8
25,정왕동,2334
25,정왕동,2343
25,정왕동,2346
25,정왕동,2362
25,정왕동,2362-2
25,정왕동,2371
25,정왕동,2372
25,정왕동,2373
25,정왕동,산12-1
25,정왕동,산12-3
25,정왕동,산40-1
25,정왕동,산42-4
25,정왕동,산69-14
25,정왕동,산72-1
25,정왕동,산72-10
25,정왕동,산72-12
25,정왕동,산119-46
25,정왕동,산119-47
25,정왕동,산119-51
25,정왕동,산119-53
25,정왕동,산134-7
25,정왕동,산134-8
25,정왕동,산140-23
25,정왕동,산141-3
25,정왕동,산141-6
25,정왕동,1675
25,정왕동,1635
25,정왕동,1634
25,정왕동,1633
25,정왕동,1632
25,정왕동,1223
25,정왕동,1222
25,정왕동,1220
25,정왕동,1146
25,정왕동,853-3
25,정왕동,844-7
25,정왕동,832-1
25,정왕동,827-3
25,정왕동,824-7
25,정왕동,824-6
25,정왕동,823-2
25,정왕동,821-11
25,정왕동,821-9
25,정왕동,820-2
25,정왕동,819-35
25,정왕동,819-22
25,정왕동,819-21
25,정왕동,819-12
25,정왕동,819-3
25,정왕동,819-1
25,정왕동,818-5
25,정왕동,818-4
25,정왕동,817-7
25,정왕동,816-1
25,정왕동,815-10
25,정왕동,815-3
25,정왕동,792-13
25,정왕동,791-17
25,정왕동,791-6
25,정왕동,785-5
25,정왕동,785-4
25,정왕동,782-8
25,정왕동,782-5
25,정왕동,779-2
25,정왕동,776-27
25,정왕동,776-26
25,정왕동,776-25
25,정왕동,776-16
25,정왕동,776-11
25,정왕동,776-2
25,정왕동,775-11
25,정왕동,774-4
25,정왕동,774-3
25,정왕동,774-2
25,정왕동,771-6
25,정왕동,769-3
25,정왕동,769-1
25,정왕동,768-1
25,정왕동,765-2
25,정왕동,764-4
25,정왕동,764-2
25,정왕동,764-1
25,정왕동,763-2
25,정왕동,763-1
25,정왕동,762-3
25,정왕동,760-7
25,정왕동,760-6
25,정왕동,760-5
25,정왕동,725-5
25,정왕동,724-1
25,정왕동,716-1
25,정왕동,715-5
25,정왕동,715-4
25,정왕동,715-2
25,정왕동,715-1
25,정왕동,714-2
25,정왕동,713-4
25,정왕동,713-3
25,정왕동,710-2
25,정왕동,709-3
25,정왕동,709-2
25,정왕동,708-1
25,정왕동,707-18
25,정왕동,707-2
25,정왕동,706-7
25,정왕동,706-6
25,정왕동,706-4
25,정왕동,706-3
25,정왕동,704-3
25,정왕동,704-1
25,정왕동,700-3
25,정왕동,698-4
25,정왕동,698-2
25,정왕동,697-1
25,정왕동,696-8
25,정왕동,696-7
25,정왕동,696-6
25,정왕동,696-5
25,정왕동,696-2
25,정왕동,694-11
25,정왕동,694-7
25,정왕동,694-6
25,정왕동,693-7
25,정왕동,693-6
25,정왕동,692-4
25,정왕동,686-1
25,정왕동,685-3
25,정왕동,685-1
25,정왕동,684-5
25,정왕동,684-4
25,정왕동,684-2
25,정왕동,683-3
25,정왕동,683-2
25,정왕동,681-2
25,정왕동,678-1
25,정왕동,676-2
25,정왕동,661-4
25,정왕동,649
25,정왕동,648-1
25,정왕동,647-1
25,정왕동,636-7
25,정왕동,630-5
25,정왕동,630-4
25,정왕동,630-3
25,정왕동,627-1
25,정왕동,605-8
25,정왕동,605-7
25,정왕동,605-4
25,정왕동,604-1
25,정왕동,603-2
25,정왕동,586-2
25,정왕동,585-1
25,정왕동,582-8
25,정왕동,582-7
25,정왕동,582-6
25,정왕동,582-5
25,정왕동,582-4
25,정왕동,581-3
25,정왕동,580-4
25,정왕동,580-3
25,정왕동,580-2
25,정왕동,579-5
25,정왕동,578-3
25,정왕동,576-1
25,정왕동,556-1
25,정왕동,548-1
25,정왕동,546-1
25,정왕동,545-3
25,정왕동,545-2
25,정왕동,545-1
25,정왕동,544-1
25,정왕동,542
25,정왕동,541-3
25,정왕동,541-1
25,정왕동,535-3
25,정왕동,535-1
25,정왕동,533-3
25,정왕동,533-2
25,정왕동,529-3
25,정왕동,528
25,정왕동,527-1
25,정왕동,525-4
25,정왕동,514-1
25,정왕동,513-7
25,정왕동,509-5
25,정왕동,508-2
25,정왕동,492-2
25,정왕동,487-1
25,정왕동,486
25,정왕동,467-4
25,정왕동,465-15
25,정왕동,465-8
25,정왕동,465-4
25,정왕동,461-20
25,정왕동,461-17
25,정왕동,461-7
25,정왕동,461-2
25,정왕동,455-1
25,정왕동,454-1
25,정왕동,435-7
25,정왕동,435-5
25,정왕동,426-2
25,정왕동,424-22
25,정왕동,424-15
25,정왕동,424-11
25,정왕동,424-2
25,정왕동,424-1
25,정왕동,422-7
25,정왕동,422-6
25,정왕동,415-11
25,정왕동,415-10
25,정왕동,415-6
25,정왕동,415-5
25,정왕동,415-4
25,정왕동,415-3
25,정왕동,379-1
25,정왕동,373-14
25,정왕동,373-10
25,정왕동,373-9
25,정왕동,370-1
25,정왕동,363-2
25,정왕동,362-11
25,정왕동,362-9
25,정왕동,362-5
25,정왕동,362-4
25,정왕동,362-3
25,정왕동,361-4
25,정왕동,361-1
25,정왕동,360-8
25,정왕동,360-2
25,정왕동,360-1
25,정왕동,358-5
25,정왕동,357-2
25,정왕동,356-4
25,정왕동,356-1
25,정왕동,350-12
25,정왕동,348-10
25,정왕동,348-8
25,정왕동,348-2
25,정왕동,347-7
25,정왕동,347-3
25,정왕동,345-2
25,정왕동,344-11
25,정왕동,344-3
25,정왕동,344-1
25,정왕동,339-9
25,정왕동,339-3
25,정왕동,326-29
25,정왕동,305-7
25,정왕동,305-4
25,정왕동,305-3
25,정왕동,304-5
25,정왕동,304-4
25,정왕동,303-16
25,정왕동,303-8
25,정왕동,303-5
25,정왕동,301-2
25,정왕동,292-1
25,정왕동,291-5
25,정왕동,291-2
25,정왕동,290-1
25,정왕동,287-6
25,정왕동,287-5
25,정왕동,287-4
25,정왕동,287-3
25,정왕동,286-2
25,정왕동,286-1
25,정왕동,285-1
25,정왕동,283-6
25,정왕동,283-4
25,정왕동,283-2
25,정왕동,282-1
25,정왕동,281-9
25,정왕동,281-7
25,정왕동,281-6
25,정왕동,281-2
25,정왕동,280-2
25,정왕동,278-1
25,정왕동,277-2
25,정왕동,276-7
25,정왕동,276-6
25,정왕동,276-5
25,정왕동,276-4
25,정왕동,276-3
25,정왕동,275-4
25,정왕동,275-3
25,정왕동,274-4
25,정왕동,273-2
25,정왕동,272-4
25,정왕동,271-5
25,정왕동,271-4
25,정왕동,271-3
25,정왕동,270-4
25,정왕동,270-2
25,정왕동,269-1
25,정왕동,268-3
25,정왕동,268-2
25,정왕동,265-5
25,정왕동,265-2
25,정왕동,263-4
25,정왕동,263-1
25,정왕동,262-3
25,정왕동,262-1
25,정왕동,260-7
25,정왕동,260-6
25,정왕동,258-8
25,정왕동,258-7
25,정왕동,258-1
25,정왕동,255-5
25,정왕동,253-5
25,정왕동,253-4
25,정왕동,253-3
25,정왕동,248-22
25,정왕동,248-14
25,정왕동,248-13
25,정왕동,248-11
25,정왕동,248-10
25,정왕동,246-8
25,정왕동,246-7
25,정왕동,246-6
25,정왕동,246-5
25,정왕동,244-9
25,정왕동,244-8
25,정왕동,244-7
25,정왕동,244-6
25,정왕동,244-5
25,정왕동,243-2
25,정왕동,242-3
25,정왕동,242-2
25,정왕동,241-4
25,정왕동,240-5
25,정왕동,240-3
25,정왕동,240-1
25,정왕동,239-1
25,정왕동,238-5
25,정왕동,238-1
25,정왕동,237-3
25,정왕동,236-2
25,정왕동,232-1
25,정왕동,227-2
25,정왕동,227-1
25,정왕동,226-3
25,정왕동,225-9
25,정왕동,225-1
25,정왕동,220-2
25,정왕동,218-1
25,정왕동,213-8
25,정왕동,213-5
25,정왕동,213-4
25,정왕동,213-1
25,정왕동,212-19
25,정왕동,211-9
25,정왕동,211-2
25,정왕동,211-1
25,정왕동,210-2
25,정왕동,208-8
25,정왕동,208-3
25,정왕동,208-2
25,정왕동,198-1
25,정왕동,195-2
25,정왕동,194-6
25,정왕동,192-4
25,정왕동,191-2
25,정왕동,190-2
25,정왕동,189-3
25,정왕동,189-2
25,정왕동,179-5
25,정왕동,179-3
25,정왕동,178-4
25,정왕동,178-3
25,정왕동,178-1
25,정왕동,177-2
25,정왕동,168-3
25,정왕동,168-2
25,정왕동,167-5
25,정왕동,167-3
25,정왕동,167-2
25,정왕동,165-13
25,정왕동,165-12
25,정왕동,165-3
25,정왕동,165-1
25,정왕동,161-3
25,정왕동,161-2
25,정왕동,160-12
25,정왕동,160-5
25,정왕동,160-2
25,정왕동,158-15
25,정왕동,158-8
25,정왕동,153-7
25,정왕동,151-2
25,정왕동,150-3
25,정왕동,150-2
25,정왕동,147-1
25,정왕동,146-3
25,정왕동,146-2
25,정왕동,141-5
25,정왕동,141-4
25,정왕동,140-7
25,정왕동,140-5
25,정왕동,140-4
25,정왕동,140
25,정왕동,139-3
25,정왕동,139-2
25,정왕동,138-1
25,정왕동,136-3
25,정왕동,136-2
25,정왕동,134-2
25,정왕동,133-2
25,정왕동,131-5
25,정왕동,131-4
25,정왕동,131-3
25,정왕동,131-1
25,정왕동,129-10
25,정왕동,129-9
25,정왕동,129-5
25,정왕동,129-3
25,정왕동,128-3
25,정왕동,128-1
25,정왕동,126-3
25,정왕동,126-2
25,정왕동,125-4
25,정왕동,125-2
25,정왕동,118-23
25,정왕동,118-20
25,정왕동,118-19
25,정왕동,118-18
25,정왕동,118-16
25,정왕동,117-4
25,정왕동,117-3
25,정왕동,115-7
25,정왕동,115-6
25,정왕동,115-5
25,정왕동,114-1
25,정왕동,113-3
25,정왕동,113-2
25,정왕동,112-4
25,정왕동,111-2
25,정왕동,107-2
25,정왕동,106-1
25,정왕동,102-1
25,정왕동,101-4
25,정왕동,100-1
25,정왕동,99-3
25,정왕동,99-1
25,정왕동,98-1
25,정왕동,97-2
25,정왕동,96-2
25,정왕동,95-7
25,정왕동,95-4
25,정왕동,83-4
25,정왕동,83-3
25,정왕동,83-2
25,정왕동,81-2
25,정왕동,80-2
25,정왕동,79-6
25,정왕동,79-3
25,정왕동,79-1
25,정왕동,73-1
25,정왕동,64-10
25,정왕동,42-84
25,정왕동,32-2
25,정왕동,26-3
25,정왕동,26-2
25,정왕동,25-4
25,정왕동,25-3
25,정왕동,630-7
25,정왕동,596-3
25,정왕동,61-15
25,정왕동,1890
25,정왕동,1808-2
25,정왕동,1820-6
25,정왕동,1824-8
25,정왕동,1825-1
25,정왕동,1826-8
25,정왕동,1838-6
25,정왕동,1842-2
25,정왕동,1848-3
25,정왕동,1849-3
25,정왕동,1849-5
25,정왕동,1870-2
25,정왕동,1871-3
25,정왕동,1898
5,정왕동,1898
25,정왕동,1971
